"username","userid","mediacount","followers","followees","bio","url"
"poorya_bodybuilding","5617402624",604,86176,72,"💎 نکات مهم این ورزش رو در هایلایت ها ببین
📝ارائه برنامه تمرینی و غذایی
بدنسازی فقط ورزش نیست سبک زندگیِ
🤳پشتیبانی و رضایت برنامه رو ببین",""
"pariz_fitness","50449264482",217,121260,14,"تابع قوانین کشورم🇮🇷
🟥داور بین المللیFR
🟥طراحی و ارسال انواع برنامه تمرینی+غذایی دنیا
🛑کلی آموزشای عالی دارم جهت اندام زیبا
پذیرش شاگرد حضوری فقط تهران",""
"masoudesmaeilpoorofficial","8613748860",24,31605,379,"Professional Wrestler
Olympian 🇬🇧
World Championships🥈🥉
World Cup 🥇🥇🥇🥇🥇🥈
Asian Championships 🥇 🥇🥇🥈🥉
Asian Games 🥇
Islamic solidarity games🥉",""
"clip_fuutbali","31801721545",7099,79600,32,"#CLPFTBL
#کلیپ_فوتبالی
فالوکن بهترین کلیپ هارو اینجا ببین
🤲حمایتمون کنید
لینک کانالمون تعدادمون بره بالا شروع به فعالیت میکنیم 👇🏻","t.me/Clip_fuutbalii/26"
"khoshbakhtacademy","2097331362",408,51100,498,"#واترپلو #شنا #نجات_غریق
‌
#iran #isfahan 🇮🇷
‌
‌
Waterpolo🤽‍♂️ swimming🏊‍♂️
‌
‌
📲پيج توسط ادمين اداره ميشود
‌
🏷آموزش،اِصلاح تکنیک،تمرین،مسابقه",""
"atashibasketballschool","1358584656",1917,10555,201,"بسكتبال را از ابتدا تكنيكى بياموزيد
آموزش تخصصى و استعداد يابى بسكتبال در سنين پايه
٠٩٢١٠١٧٠٢٣١
Sponsored by @miami.tejarat",""
"tabriz_gymnastics","5736262632",404,3820,27,"☎️35450188
📱09350779161
📱09143100476
مدیریت👇
ولی پور @adel.valipour65
مدرس ژیمناستیک دانشگاه
حاجی‌محمدی @kambizhajimohammadi
عنوان‌دار ژیمناستیک آسیا",""
"irsports.ir","46808027918",5090,11997,16,"در دلِ ورزش❤️
اتفاقات مربوط به #ورزش رو توی کسری از ثانیه با ما دنبال کن
‌
‌صفحه جایگزین ما درصورت بوجود آمدن هر مشکلی: @irsports.ir1",""
"fahimeh.kaviani_sport","41965307042",145,1392,694,"نائب رئیس انجمن کونگ فو پرتوآ استان فارس
عضو شورای فنی هیات کونگ فو
رئیس کمیته همگانی انجمن کونگ فو پرتوآ کشور
عضو تیم ملی پرثوآ
#WRESTLING
#JODO",""
"khanjari_stud","49052296133",56,3430,867,"🏇 مجموعه پرورش اسب 🏇
🏇 کورسی 🏇
🏇♥️ خنجری استاد ♥️🏇 khanjari stud
مربی و سرپرست مجوعه خنجری استاد آیت خنجرزاده
ayat khanjarzadeh",""
"sensi_sajad","5578793581",230,11170,867,"Kyokushin Karate World Vice Champion
Kata Enshin karate world champion
World self defense champion
World karate champion
RepresentativeEnshin Gilan",""
"asre2charkhesavaran","17585903569",803,10491,2020,"📺رسانه دوچرخه سواری ایران📡
به برنامه خداوند اعتمادکنید💟
🧑‍💻👩‍💻گروه برنامه‌ سازی،تبلیغات،گزارش،نماهنگ،تهیه برنامه ...
👇کانال تلگرام و یوتیوب 👇🚴‍♀️🚴‍♂️",""
"yekjadval","7520782411",143,141206,404,"🇮🇷🥊
@yekjadval_ad",""
"judofars","11411674989",1795,4349,1747,"🥋جودو ورزشی برای همه
👇👇👇
رئیس هیأت: دکتر وحید زارع نژاد
آدرس دفتر هیأت استان : شیراز - خیابان ذوالانوار - ورزشگاه تختی",""
"lebas.manini","23157182712",2040,5742,106,"لباسهای باکیفیت کودک وبزرگسال
فروش اقساطی(سبدخرید)🛒💳
🔻اول قیمتارو نگاه کن بعدخرید کن😊
📞 ۰۹۳۵۴۸۷۱۷۷۴ چوبدار
🔻لباسهای حراجی وتخفیفی 👈 @lebas.manini.sale",""
"qom_badminton","9139328759",728,2114,163,"بدمینتون استان قم
۰۹۱۲۵۵۱۴۲۹۵ علیرضا کمالی مدیر سالن
۰۹۳۶۱۰۳۹۱۳۸ طاهره کرمی مدیر سالن
#بدمینتون
#بدمینتون_ایران
#badminton","zil.ink/qombadminton"
"sedaye.shush","52830527767",1366,4754,12,"صفحه قبلی نشريه صداى شوش توسط اینستاگرام از دسترس خارج شد، صفحه جدید راه اندازی شد
#نشريه_صداى_شوش",""
"bashgah_saman","7333546707",86,1278,1466,"شهر قدس ،شهرک سرخ حصار، خیابان ملاصدرا،روبروی مسجد صاحب الزمان،باشگاه فرهنگی ورزشی سامان",""
"sariiiii62","2346833621",5024,57800,33,"Official page
استوری های جذابو ببین😍📣
🖐️ نه سال فعالیت در کنار شما🖐️
#سرگرمی #ساری62",""
"shahzadeh_fard_vakil","12108985877",99,3144,1710,"⚖️وکیل پایه یک دادگستری
عضوکانون وکلای دادگستری اصفهان
رتبه۶آزمون وکالت
▫️کارشناس ارشد جزاوجرم شناسی
▫️مربی و داور رسمی بین المللی فدراسیون کاراته",""
"moto_shemroon","2990018748",148,5517,3252,"📍تجریش خ دربند میدان امامزاده قاسم ک یاس ک افتخاری تقاطع تقوی پلاک ۳۴ و ۳۶
📱۰۹۱۲ ۵۲ ۱۲۸ ۵۲
☎️۲۲۷۵۰۳۲۴
صافکاری و نقاشی تعمیرات تخصصی و سرویس 🛠","www.motoshemroon.com"
"sajadsalarvand_","8880205447",450,103140,663,"سریعترین مرد بدون پای ایران
بیا و ببین بدون پا چطور دنبال موفقیت میدوم
چون اعتقاد دارم خدا هست
پس تو هم میتونی",""
"pirooz.basketball.school","3299171175",212,1879,4770,"با رویکردی خلاقانه ونوین در آموزش مهارت های فردی وتیمی
تحت نظر مربی رسمی فدراسیون بسکتبال ایران
پاسخگویی_۰۹۳۶۶۳۶۳۹۹۰
با هم 🏀پیروز🏀بمانیم",""
"fiba.club2020","31474376039",3060,5439,1819,"با مدیریت یاسر سماوات
اخبار رویدادها، گفت‌وگوها،🎤 گزارش‌ها 🎙️و ویدئوهای🎬 مسابفات بسکتبال داخلی 🇮🇷، ملی و بین‌المللی ایران و جهان
لیگ NBA 🇺🇲 ،،🏀",""
"golrokhsohani","1537956012",483,2814,2056,"Member of Iran National Canoeing (DB) team
Instructor of :
Skiing/WaterSkiing/Canoeing/Badminton/ ...
مدرسه اسکی راه برفی
@snowy_path_ski_school_ -",""
"koohnavardi80","42731015401",1001,21300,37,"🗻کوهنوردی
🏕طبیعت گردی
💚اشتراک خاطرات زیبای شما",""
"yaasamin_","1386692687",195,163000,618,"#tennisplayer 🎾

♿️
.
No matter how many times i fall, i will still rise💫",""
"savarkari_bam","27778530625",282,10100,6909,"🐎🦄🐎🦄🐎🦄🐎🦄🐎🦄🐎🦄🐎🦄🐎",""
"mohandes_badan","11042434925",475,203096,172,"مربی رسمی فدراسیون
قهرمان جهان ۲۰۱۴🏆
۲۷سال تجربه من هدیه به تو🌹
اول هایلایت نتایج شاگردهارو ‌ببین بعدفالو کن😉
تمرین و رژیم دایرکت🙏",""
"parchesarabandar","21053374931",1079,212000,233,"⛔واریزی‌وثبت سفارش بنام بهار زارعی⛔️
🧡فروش حضوری‌وآنلاین🧡
ثبت سفارش دایرکت،واتساپ09017431389",""
"roumatism.remedy","57646191968",408,38600,10,"بهبود گیاهی روماتیسم /آرتریت
برای مشاوره تخصصی به دایرکت مراجعه کنید
یه زندگی بدون درد لیاقتته❤️
☎️ 09012683669 صادقی
یک دهه با افتخار کنار شما بودیم💚","zil.ink/roumatism.remedy"
"mahdianbike","34724558688",941,22400,7355,"❤️دوچرخه های دست دوم برندباقیمت مناسب ❤️🚴🏻‍♂️🚴🏻‍♀️🚵🏻‍♂️
ارسال به تمام‌نقاط ایران😊😍🤩🌹
09131261838📞
کارشناسی ارشدبرق کنترل❤️
مربی بدن سازی وفیتنس💪🏻","www.mahdianbike.ir"
"kooroshghorbani","266180282",819,6851,380,"Iranian Trials rider
founder of @koorosh.academy",""
"sport_mahdi65","3935994050",469,21900,94,"اسپرت مهدی
فروش انواع کتونی اورجینال، استوک اروپا
ادرس: تهران جاده ساوه نسیم شهر خ سوم کوچه قنبری پ۱۴
حضوری و انلاین ارسال به سراسر کشور ۰۹۱۹۷۰۱۱۹۶۶",""
"maziar_zaree","5669593021",49,54251,251,"Official Account
⚽️",""
"mojtaba.nasiri.mma","2054917576",322,14383,1683,"🇮🇷 MMA FIGHTER / COACH 🇮🇷
RED DRAGON TEAM
PRO MMA (4_2_0)
2× KEMPO W ch…🥇
3× KEMPO EURASIA 🥇
6× AJP 2023🥇
MMA AMUTUR(30_0)
4× MMA NATIONAL CHAMPION🥇",""
"kurdestanbasketball","23394717685",243,3024,19,"اطلاعات و اخبار بسکتبال ایران و کردستان
پیج رسمی هیأت بسکتبال استان کردستان
هیأت بسکتبال استان کردستان",""
"dancefit_fm","27637193047",180,92200,33,"بزرگترین پیج آموزش #شافل ایران
برگزارکننده کلاس های ورزشی آنلاین (با پشتیبانی کامل)
اگر دوست داری حرفه ای شافل بری میتونی مشاوره رایگان بگیری👇
دایرکت📩",""
"mr.ali20202020","2167696237",749,1686,7289,"مربی کاراته داور رسمی فدراسیون کاراته .کوهنوردی .موسیقی
#ali_karate",""
"shahrokh.ghallehdar","1092316789",368,2189,597,"رئیس لیگ سبکهای آزاد ایران و کمیته داوران سبکهای آزاد ساباکی فدراسیون کاراته، رئیس سبک انشین کاراته ایران نماینده خاورمیانه و رئیس هیئت کاراته غرب کرج",""
"bikini.pico","7249971336",739,82300,150,"🚫ورود اقایون ممنوع 🙏🏼حتما برید تنخور کارامون ببینید 💕
تک فروشی و عمده فروشی باکیفیت😍🤌🏽
Support by:@majidsajadi
📲 09355025008",""
"poshake_mankan_baneh","8545018524",822,24100,7351,"پخش و فروش عمده پوشاک زنانه ترک🇹🇷
🔸۱۲ سال سابقه
📍آدرس: بانه ، پاساژ گلستان (سیتی سنتر) ورودی سه طبقه اول پلاک۲۶۶
📪ارسال به شهرستان
08734216300","t.me/mankan_clothing"
"copal_motor_official","45457257834",258,2193,447,"#شاهرود
آگهی فروش، رایگان 💥
اتومبیل:
@autocopal_official
شخصی:
@aliasghar_gholamrezaei_officia
عشق موتورا اینجه جمعن 😉",""
"darekehgram","1371500270",573,5561,478,"❤️عاشق درکه ای! پس فالو کن...❤️
📷📸درکهگرام رو تگ کن تا ببینمت📽📹🎥
🌸از هشتگ #درکه_رو_در_دَرِکهگرام_ببینید استفاده کن🌸
#درکه #تهران #درکه_تهران",""
"tar_amiraslani","713607496",615,21100,1577,"Tar manufacturer and musician
Painter, Digital artist
سازنده تار . نقاش و طراح . دیجیتال آرتیست . ۳ ۴۱۸ ۴۱۵ ۹۱۲ موبایل
🦮🎨🎯🥇🌿☕️🎲🎼🔍📷🖥🏹🔭🪚⚖️📅📝🎬🚭🧗‍♂️🧘🏊‍♂️","linktr.ee/Majid_Amiraslani"
"niroomotor.andarzgo","61225650443",50,58200,8,"نیروموتور سانا
کد(۸۱۰۵)
نمایندگی انحصاری yamaha / sym / tvs در ایران
021-22689710",""
"dinapooyan","1044079571",351,26100,261,"Study:bachelor Economics and Money
studying in:Master of Physical Education
Job:Sports coach💪🥇❤
Teachin:aerobic.bodybilding.cxworx.trx.spining.......",""
"rezaasghar72","45610811863",14,11500,3675,"#مسئول سبک‌بین‌المللیmmaآریارزم خراسان‌شمالی
#مسئول سبک جهانی رزم‌سلطان خراسان‌شمالی
#دان۴ سبک‌بین‌المللی آریارزم(mma)
#دان۴ انجمن‌جهانی رزم‌سلطان",""
"rezahadipour","2057824200",33,30919,3585,"اینجا بدون تعارف،خود واقعیمون باشیم❤️
فیزیولوژیست ورزشی📚
خانواده‌ی فیت‌پور هم میشناسین دیگه👇🏾
@fitpour",""
"nilui__","1500352628",146,17014,1103,"🫧اپیزودهایِ قابلِ پخش از زندگیم
مدرس زبان انگلیسی/فرانسه
الحـُـبْ🤍🐚",""
"ala_bahar","2231723271",1619,142135,450,"Modest Fashion‌
🔅كالكشن مجلسي در پیج @ala_lux
فروش تک و عمده✈️
‌Qatar/Istanbul
🇧🇭🇹🇷قطر / استانبول
‭ ‬
ارسال فوري🔆تعويض
حضوری 👈🏼 زعفرانیه",""
"tv.snn.ir","46351503266",4500,59009,19,"اولین تلویزیون اینترنتی خبری
در بین خبرگـــزاری‌های کشــور
‌
با ما همراه باشید.",""
"wintersportsnews","5907685080",768,6023,83,"The official page of winter sports news",""
"cake.amozesh","2030530428",895,144000,47,"👨‍🍳 کمکت می کنیم قنادی رو حرفه ای یاد بگیری
📚 برگزاری پکیج های آموزشی مجازی تضمینی
پیج دوم ما👈 @cake.amozesh1
پیج سوم ما👈 @amozeshgah_cake_online",""
"nabard_fighting_wear_group","14767132885",485,16937,2,"🥋تولید و پخش پوشاک تخصصی رزمی نبرد/تورنادو
⛩تهران،منیریه،پایینتر از پل امیربهادر،پ۵۹۵
☎️02155383751
کیوکوشین،کاراته،تکواندو،جودو..کمربندگلدوزی و رنگی",""
"mr.shahram_yegane1","27008245725",427,4070,4843,"KUNG FU TOA
دان 7 فدراسیون کونگ فو
مربی اسبق تیم ملی
داور و مربی درجه ۱",""
"gallery.maxi","1940623628",1372,131017,144,"وارد کننده انواع لباس های عربی و سنتی🔴
با کیفیت ترین عباهای اماراتی😍
تخفیف روزانه دراستوری
⭕️فارس،لارستان،شهرجدید،مجتمع نگین،طبقه اول،فروشگاه ماکسی",""
"enshin4u","5826662047",366,14000,92,"円心会館 / EnshinKarate
انشین کاراته توسط کانچو جوکونینومیا در سال 1988 بنیانگذاری شده و در حال حاضر شیهان شاهرخ غله دار ریاست سبک در ایران را برعهده دارد",""
"_salvaghafari","26593863553",231,39800,1262,"•🦌🎄
•My Diary✨☁️| My style🍪
•Vintage lover🕰🖇
Founder:@tartan__🧥
.
چنل تلگرام:","t.me/vesaleeshg"
"photography__one","6302874472",331,22800,5903,"پستِ عکس (بازنشر) | تبلیغات > دایرکت
.
عکس |کپشن |معرفی عکاس | آموزش
.
.
کانال تلگرام
⏬⏬⏬","t.me/photography_ones"
"hoof.club","8117692116",232,17800,37,"UNWTOدارای پروفایل در سازمان جهانی گردشگری
بنیان‌گذار سویینگ طبیعی
مجری جامپینگ و زیپ‌لاین
دره نوردی
غار نوردی
تور عکاسی
هوف در زبان لری یعنی #ترس","t.me/hoofclub"
"power.offroad","8051621760",371,72600,341,"دوستداران طبیعت ,🏔️🏞️🧿🌴🌱
برگزار کننده تورهای طبیعت گردی🏖️⛺🏕️
تبلیغات مرتبط 👈🏽دایرکت
فروشگاه آنلاین تجهیزات آفرودی و کمپینگ🛻🔦⚒️‌
🔪🪓⚙️",""
"waraqyah","173613347",33,16212,6,"""سنتي الأولى "" ألبوم طفلك الأول للصور والذكريات السعيدة ☁️💕 نشحن لجميع مدن المملكة 📦
🌀مسجل في معروف","waraqyah.com"
"sajad_rezaei_bodybuilding","1818061077",520,160000,39,"🏆قهرمان و فینالیست چندین دوره کشور و اروپا
💥دارای مدرک تخصصی تغذیه و مُکمل شناسی
💪دارای مدرکAجهانی فیتنس و بدنسازی
⚡عضو سازمان جهانیisak
🗣09120860472","youtube.com/@sajad_rezaei"
"shah3avan","2272453349",2954,226000,5589,"ایل شاهسون
قم | ساوه اوشاقلاری| ساوه و حومه
من شاهسونم اصالتم را تاریخ فریاد می زند ، بزرگترین و قدیمی ترین پیج ایل شاهسون "" ائلیم شاهسون""",""
"haj.dash.javad.tbt","7928221180",316,31600,416,"💥زِحق توفیق خدمت خاستُم،دلُم بِهِم گفت پنهونی💥
💥چی توفیقی از ای بهترکه بِتِنی خلقی رِبِخِندونی💥
#شد_شد_نشد_وخی_بیابِرَت_چایی_میریزُم 🫖
😎پس بخند یَره😉",""
"sport.aghaei.qom","6448119932",73,18300,207,"🔥نازلترین قیمت در ایران 🔥
قم،خ توحید، میدان امینی بیات، ابتدای خ مطهری
09191527930 آقایی
تلفن فروشگاه 02538749657",""
"walkingdead_iran","1967660204",2715,22000,139,"The Walking Dead
The First & Official Iranian Fanpage Of TWD
اولین فن پیج ایرانی سریال واکینگ‌دد
وضعیت: اتمام | اسپین‌اف‌ ها در حال پخش هستند|",""
"footchek","47366193451",1448,84200,54,"مرجع فان، کلیپ فوتبالی😎🎥
و تمامی خبر های فوتبالی ⚽️
🤍ꜰᴏᴏᴛʙᴀʟʟ ɪꜱ ᴀ ʟᴏᴠᴇ",""
"pampatshoes","57276523318",742,5623,33,"تمام اجناس اصل و اورجینال🌀
ارسال به کل ایران🌀
فروش حضوری و غیر حضوری🌀
09128915746
تلگرام و آدرس سایت👇",""
"arayeshishahab345","47296491664",510,1752,225,"فروش عمده و تکی آرایشی
(بیش از 10 سال سابقه کاری)
خرم‌آباد ،بازار روز، راسته بروجردی ها،جنب پاساژ اویسی
آرایشی شهاب
سفارش دایرکت وواتساپ💄:09169694655",""
"vahid_pakzad","737271561",580,20357,656,"World KICK BOXING Champion
قهرمان کیک بوکسینگ جهان🏆🥊
آموزش‌ کیک‌بوکسینگ،موی‌تای،بوکس،بدنسازی
رییس‌کیک بوکسینگ‌استان‌آذربایجانشرقیimao
مدرس‌وداور ملی",""
"mechanicshoo","48749786873",1557,1164406,0,"👨‍🔧با ما مکانیک خودرو خودت باش
📢هدف‌ما‌کاهش‌هزینه‌های‌اضافی‌میباشد
🚘اینجاماشینت‌رو‌‌خودت‌عیب‌یابی‌کن",""
"korosh213243","53795616696",204,1730,1608,"",""
"masoome_yarahmadi","10205362910",70,82528,61,"کارشناس‌ ارشد تغذیه و رژیم درمانی
کلینیک لاغری(لاغری‌موضعی با دستگاه)
لارستان،سی متری هلال احمر، کلینیک‌کوثر
☎07152254604 نوبت‌دهی
📱09362112368",""
"chima__chim","3101804295",5450,145000,275,"",""
"trx4wom3n.iran","7382752634",86,14000,331,"Physical Fitenss
+55
Motivational Content
TRX
4DPRO & Crosscore
Step Aerobics
باشگاه‌دار، مربیِ شخصی و مربیِ باشگاه از ۱۳۸۰",""
"ashkan_saidmohammadi","9890745227",36,1824,526,"اشکان صیدمحمدی
Member of the Iranian national team
World Championships🥈🥉
Kurd
🏡krj",""
"master.samen63","7007144229",4943,29027,282,"Persistence can change failure into extraordinary achievement.The losers find problem in every answer but the winners find an answer in every problem",""
"ati_golestan","3547674926",624,209000,356,"طبیعت را دوست دارم چون رنگ طبیعی خودش رادارد🌳
بلاگر🙋 طبیعتگرد🏕️گردشگر،روزمرگی،لایف استایل
shomal,gorgan",""
"hfari758","59156451379",170,37100,1846,"خرید فروش دستگاه حفاری مجاز غیر
حفاری بادستگاه ضربه ای وروتاری
نمایش گزاشتن ازکارتون
نمایش گزاشتن دستگاهای شما
وگروه حفاران تو روبیکا گزاشتم این پاین👇","rubika.ir/joing/EGJAIADA0NRLLFTNNGUSYVYFZEPBTOLT"
"kyokushinryu.fanpage","37027321197",122,1050,144,"Official fan page of Iran Kyokushinryu
Here we share our kyokushin moments
صفحه رسمی طرفداران سبک کیوکوشین ریو
پیج اصلی سبک:
@irankyokushinryu",""
"arshiyaomidbakhsh","14111585791",197,20100,464,"امنیت پیج : @khoda
الله
خدا
God
ایزد
طبیعت
رب
خالق
انرژی
کارما
مغناطیس
جهان هستی(لوکیشن صبحونه خوری ) 👇👇","maps.app.goo.gl/JhxdbrvT9XZwkpqu8?g_st=ic"
"amoozesh_savarkari_nazan","7653625179",513,46600,167,"اموزش سوارکاری مبتدی تا حرفه ای
بهت ياد ميدم چطور سوارکاری را ياد بگيري🏇🏻
داراي مدرك رسمي مربيگري سوارکاری",""
"king.horse.fars","2284093244",232,165000,7432,"Sec:@agentspystar
🔰مجموعه پرورش ا,سب خوشرفتار
🔰به نمایش گذاشتن برترین نژاد های ا,سب
🔰!!تبل,//،یغات پذیرفته میشود",""
"clip.khorasan","27646101119",381,9837,80,"#torbatheydarieh 🏠
❤ برترین آهنگ های غمگین و محلی ❤
🎶 آهنگ های جدید و بروز 🎶
کامل آهنگ ها در کانال تلگرام👇👇","t.me/mohamadtarjoman"
"realmoghaddam","2875499611",552,7838,1269,"#روزمرگی_های_یک_گلفباز
⛳
Founder of: @ilmakcarpet @graphicse7en
💡🎬💻📷
برای تحصیل و آینده کودکان ایران
#پویاسازی_بچه_های_ایران
#کارآفرین
⛳
#justhuman",""
"teacher.dadaei","3934637816",572,59200,83,"👩🏻‍🏫 هنر من معلمیه …
✂️ ابزارهای آموزشیم میشه عصای دستتون 💪🏻
👌🏻 صفر تا صد آموزش رو در کارگاه روش تدریسم ببین","zil.ink/daneshe.moallemi"
"teach.by.arash","10390391927",121,13600,142,"مدیرآموزگار مدارس عشایری
Headteacher of Noshairi Schools
کارشناس مدیریت و برنامه ریزی آموزشی و درسی
Management and educational planning expert@",""
"key_dehnad","1814156634",4628,120000,856,"Keyvan Dehnad (کیوان دهناد) Judo 8th Dan. first iranian international judo referee in the world
اولین داور بین المللی ایرانی از فدراسیون جهانی جودو","www.dehnad.ch"
"hallo_rojhalat68","6760812415",159,3135,2711,"کەم بژی و کەڵ بژی
@helgord_gym_boukan
#کوهنورد 🧗‍♀️
#مربی_رزمی🥊🥋
#تنها_آغوش_امن_کوهها
#زندگی_بە_سبک_خودم
#یادرسفرم
#یادرفکر_سفر
#مکانیک_خودرو 🛠🚗
#شعر",""
"sheeny_hall","47821401872",34,23866,133,"•پلتفرم فروش خلاقیت های پوشیدنی•
طراحی ها انحصاری SHEENY هستند
09395405522: امور مشتریان
Worldwide shipping ✈️","zil.ink/sheenyfashiondesgin"
"crm250.yz250","53563546148",33,5089,18,"🇯🇵👑کلیپ های زیباتون به دایرکت ارسال کنید 🔱❤️‍🔥
تبلیغات پذیرفته می‌شود 🔱💯
سیارم ۲۵۰💥#ژاپن_اینجاست_نه_آسیای_شرقی #crm250 @crm250.yz250. 🇯🇵 👑",""
"davood_shorgashti_teb","47153966856",130,115000,449,"🦶✋️آموزش طب سنتی][بازتاب درمانی
نگفته ها تو صحفه ماست
ار هایلایت رضایتمندی اول شروع کن","Facebook profile"
"clunagroup","611488806",1388,62900,4,"کلانا ارائه دهنده‌ی انواع ساندویچ ، قهوه، سالاد ، آبمیوه، دسر و ...
🕖ساعت کاری ‌
7am - 22pm
روزهای تعطیل
15pm-22pm
👇🏽همین الان سفارشتو ثبت کن👇🏽","yek.link/clunagroup"
"jamejam_store_tafresh","37846081663",88,2752,75,"🔻فروش آنلاین موبایل،تبلت و لوازم جانبی
.
🔻تعمیرات_موبایل
.
📍تفرش چهارراه مدرس
.
📞09188624159
📞09185247818
📞08636231010",""
"civilamirhosein","2860780109",319,26500,2279,"پژوهشگر و مدرس دانشگاه
مشاوره تحصیلی و توسعه فردی
ارشد مهندسی عمران
ارشد و دانشجو دکتری مدیریت رسانه
مولف 17 جلد کتاب و مقاله نویس
سیدامیرحسین حسینی","amirhoseinhoseini.com"
"zhesteh_axasi","21294324998",1244,72600,67,"📸☺️اینجا یاد بگیر ژستا رو،و عکسای خوشگل بگیر
.
🌿🤩ژستای خوشگل خودمو خودت رو به اشتراک میذارم
.
😁🥰استوری👈آموزش لبخند و حالِ خوب
.
تبلیغات👈دایرکت📥",""
"sebnem.iran","44838905667",1584,132000,4,"",""
"artesh_news","46973950465",412,47900,39,"👌هایلایت استوری رو از دست ندید
(صفحه متعلق به هواداران ارتش)
ارتش نیوز در تلگرام راه اندازی شد⬇️","t.me/artesh_news_org"
"roshd_724","45130474191",1877,539000,165,"عالی ترین چیز ها از درون شکفته میشوند🌱🌟
.لینک کانال تلگرام👇🏻👇🏻تبلیغات👇🏻👇🏻",""
"yoggafa","1528373154",86,15800,126,"فاطمه ام:مربی بین المللی یوگا
اینجا قراره سلامتی و آگاهیمون رو ارتقا بدیم🕉
""از کجا شروع کنی؟از دوره""یوگا معجزه‌ زندگی
هایلایت معجزه رو ببین","t.me/yoggafam"
"namavaraniranbasketball","3147095018",1246,26400,6170,"قدیمی ترین پیج تخصصی بسکتبال ایران
آغاز فعالیت: پائیز ۱۳۹۰ در فیسبوک و سپس اینستاگرام
Admin: @hamidhami12",""
"_milad.jalilian","6199078066",19,1371,936,"اگر بنویسم: تو
شعر را به شعر افزوده ام
ِM🌍
#شاعر_و_ترانه_سرا
کانال من در تلگرام👇",""
"sepahansport_official","46586972480",4017,25400,179,"Foolad Mobarakeh Sepahan Cultural and Sport Club
صفحه رسمی خبری تیم‌های ورزشی باشگاه فولاد مبارکه سپاهان","zil.ink/sepahansc"
"pizza_turk","10235508405",70,2242,582,"آدرس:شهرک خ رسالت بعداز میدان الغدیر به طرف بیمارستان کافه ترک پلاس
09142427621
09143053325
😎بعضی مزه ها خاطره اند
پیتزا _برگر_سوخاری
🛵ارسال رایگان",""
"farshchian.cac","11417657352",386,3608,12,".
صفحه رســـمی اطلاع‌رســانی مجمـوعه
فرهنگی هنـــری استاد محمود فرشچیان
و معرفی مراکز فرهنگی، هنری، تفریحی،
فروشگاه‌ها، شرکتها و مراکز اداری
.
🎭🎨🎤",""
"vikrant_jadhav_46","7045796082",522,64739,1123,"01/08/2001
Kannadiga
Kshatriya
🚩Marathi mulaga 🚩
""Fuck up to fake people""
Be like a legend""
DM for paid promotion","rummymarsz.com/?from_gameid=4605162&channelCode=3981767"
"majnone_dell","50861979890",802,99000,54,"•نـه تــو بـدون مـن...نـه مــن بـدون تـو🌻
بــه نـظـرت ایـن یـه نشــونه نیسـت🌗
•",""
"harfe_delam","1965009211",738,311000,570,"💜!خوش اومدی
😍 گلچین آهنگ هایی که دوست دارید
«برای دانلود کلیپ و آهنگها عضو کانالمون بشید»",""
"fafa.dolls","8565045967",231,7011,486,"فاطمه هستم باسابقه۲۰سال بافندگی😊
آیدی تلگرام جهت سفارش و آموزش. @fatemebehradfar
❤️💖 هایلایت قرمز و آبی برای آموزش بیشتر💙🩵",""
"farzanenaturelover","6533070613",813,12200,1368,"سنگنورد، مربی ＼(^o^)／ ❤ \(^_^)/
Climber, Coach
1992
🇮🇷Iran_Tehran
🌱🌏🧗‍♂️🎼
طالب صحبت آن مهر گیاهیم...
#farzaneshahravi","youtube.com/@farzaneshahravi?si=ThCZFj5-BqZ22Rhz"
"azadeh.ghamari10","8452471679",36,1944,386,"مربی تیم ملی نونهالان فوتبال بانوان🇮🇷
@Akooclub
Asia Football Coaching A
Fitness level1 Football Coach
coach of the national girls'' football team 🇮🇷",""
"khojasteh.group.hvac","3103369809",1074,70041,1063,"بزرگترین هلدینگ مختص به سیستم های سرمایشی وگرمایشی
لوازم لوکس بهداشتی ساختمان
برودتی و حرارتی
مدیریت :مهندس خجسته
📞09128597397🟦⬛️⬜️🟩 (اولادزاده)
#۳۵۰",""
"mohammad.khademalsheikh","3027626108",2328,27600,2191,"⭕ Mountain Rescue Instructor
⭕ Director of the company @14mount8000 in Asia
⭕ Representative of @sevensummittreks in Iran","t.me/Sevensummit_iran"
"baransport_","41361590239",178,4211,52,"| مجموعه ورزشی باران |
استخر عمومی 🏊
تنیس خاکی 🎾
اقیانوس ، دریا و استخر فرقی نداره هر جا
که آب باشه ما طالب شیرجه زدنیم☺️",""
"pink_gallerywood","12830206070",740,13700,659,"اکسسوری چوبی اتاق کودک
ارسال ۶الی۸هفته
سفارش از دایرکت و ارسال به سراسر کشور
۵سال سابقه فروش‌انلاین",""
"garmin_suunto","19264849575",560,9031,5,"⁦نمایندگی ساعت های سونتو و گارمین
امکان ارسال به همه نقاط ایران📦
📱09129597194
📞021-77193937
جهت خرید آنلاین👇 نشان اعتماد",""
"accidents_world_2","47361249462",802,258451,874,"ثبت اتفاقات واقعی در جهان
هدف ما آموزش_ایمنی_پیشگیری از حوادث می باشد.
Please DM for copyright or removal
@accidents_world_ پیج اصلی",""
"matne.kha_ss","60418112496",118,56400,53,"شب های هجر را گذراندیم وزنده ایم
ما را به سخت جانی خود این گمان نبود
«تکست،کلیپ ،دلنوشته»",""
